1,1.74,96,31.70828379,Obese
1,1.89,87,24.35542118,Normal
0,1.85,110,32.14024836,Obese
0,1.95,104,27.35042735,Normal
1,1.49,61,27.47623981,Normal
1,1.89,104,29.11452647,Normal
1,1.47,92,42.57485307,Obese
1,1.54,111,46.80384551,Obese
1,1.74,90,29.72651605,Normal
0,1.69,103,36.06316305,Obese
1,1.95,81,21.30177515,Normal
0,1.59,80,31.64431787,Obese
0,1.92,101,27.39800347,Normal
1,1.55,51,21.22788762,Normal
1,1.91,79,21.65510814,Normal
0,1.53,107,45.70891537,Obese
0,1.57,110,44.62655686,Obese
1,1.4,129,65.81632653,Obese
1,1.44,145,69.92669753,Obese
1,1.72,139,46.98485668,Obese
1,1.57,110,44.62655686,Obese
0,1.53,149,63.65073262,Obese
0,1.69,97,33.96239627,Obese
1,1.85,139,40.61358656,Obese
0,1.72,67,22.64737696,Normal
0,1.51,64,28.06894434,Normal
1,1.9,95,26.31578947,Normal
1,1.87,62,17.72998942,Normal
0,1.63,159,59.84417931,Obese
1,1.79,152,47.4392185,Obese
1,1.53,121,51.68952112,Obese
1,1.78,52,16.41206918,Normal
0,1.95,65,17.09401709,Normal
0,1.6,131,51.171875,Obese
0,1.57,153,62.07148363,Obese
0,1.89,132,36.95305283,Obese
0,1.97,114,29.3746296,Normal
1,1.44,80,38.58024691,Obese
0,1.71,152,51.98180637,Obese
0,1.85,81,23.66691015,Normal
0,1.75,120,39.18367347,Obese
0,1.49,108,48.64645737,Obese
1,1.57,56,22.7189744,Normal
1,1.61,118,45.52293507,Obese
0,1.82,126,38.03888419,Obese
1,1.85,76,22.20598977,Normal
0,1.88,122,34.51788139,Obese
1,1.81,111,33.88174964,Obese
1,1.61,72,27.77670615,Normal
1,1.4,152,77.55102041,Obese
0,1.68,135,47.83163265,Obese
0,1.76,54,17.43285124,Normal
1,1.63,110,41.40163348,Obese
1,1.72,105,35.49215792,Obese
1,1.96,116,30.19575177,Obese
0,1.87,89,25.45111384,Normal
1,1.72,92,31.09789075,Obese
1,1.78,127,40.08332281,Obese
0,1.64,70,26.0261749,Normal
1,1.43,88,43.03388919,Obese
0,1.91,54,14.80222582,Underweight
0,1.41,143,71.92797143,Obese
1,1.93,54,14.49703348,Underweight
1,1.9,83,22.99168975,Normal
1,1.75,135,44.08163265,Obese
0,1.79,158,49.31181923,Obese
0,1.72,96,32.44997296,Obese
0,1.68,59,20.90419501,Normal
0,1.64,82,30.48780488,Obese
0,1.94,136,36.13561484,Obese
0,1.53,51,21.78649237,Normal
1,1.78,117,36.92715566,Obese
1,1.41,80,40.23942458,Obese
1,1.8,75,23.14814815,Normal
0,1.85,100,29.2184076,Normal
0,1.97,154,39.68151717,Obese
1,1.65,104,38.20018365,Obese
0,1.68,90,31.8877551,Obese
0,1.76,122,39.38533058,Obese
1,1.81,51,15.56729038,Underweight
1,1.64,75,27.88518739,Normal
0,1.66,140,50.80563217,Obese
0,1.9,105,29.08587258,Normal
1,1.86,118,34.10798936,Obese
1,1.68,123,43.57993197,Obese
1,1.98,50,12.75380063,Underweight
0,1.75,141,46.04081633,Obese
1,1.45,117,55.64803805,Obese
0,1.59,104,41.13761323,Obese
0,1.85,140,40.90577064,Obese
0,1.78,154,48.60497412,Obese
0,1.83,96,28.66612918,Normal
0,1.94,111,29.49303858,Normal
1,1.77,61,19.47077787,Normal
1,1.97,119,30.66299054,Obese
0,1.7,156,53.97923875,Obese
1,1.42,69,34.21940091,Obese
1,1.6,139,54.296875,Obese
1,1.95,69,18.14595661,Normal
0,1.9,50,13.85041551,Underweight
1,1.99,156,39.39294462,Obese
1,1.54,105,44.27390791,Obese
1,1.61,155,59.79707573,Obese
0,1.98,145,36.98602183,Obese
0,1.92,140,37.97743056,Obese
1,1.95,126,33.13609467,Obese
1,1.66,160,58.06357962,Obese
1,1.59,154,60.91531189,Obese
0,1.81,106,32.3555447,Obese
1,1.49,66,29.72839061,Normal
0,1.5,70,31.11111111,Obese
0,1.46,157,73.65359354,Obese
1,1.9,135,37.39612188,Obese
0,1.92,90,24.4140625,Normal
0,1.77,96,30.64253567,Obese
1,1.48,60,27.39225712,Normal
0,1.65,57,20.93663912,Normal
0,1.46,104,48.78964158,Obese
1,1.44,108,52.08333333,Obese
0,1.76,156,50.36157025,Obese
0,1.68,87,30.82482993,Obese
1,1.87,122,34.8880437,Obese
1,1.87,138,39.46352484,Obese
0,1.84,160,47.25897921,Obese
0,1.58,149,59.68594776,Obese
1,1.58,96,38.45537574,Obese
1,1.94,115,30.55585078,Obese
0,1.45,79,37.57431629,Obese
1,1.82,151,45.58628185,Obese
1,1.54,54,22.76943835,Normal
0,1.68,139,49.24886621,Obese
0,1.87,70,20.01772999,Normal
0,1.58,153,61.28825509,Obese
0,1.67,110,39.44207394,Obese
0,1.71,155,53.00776307,Obese
0,1.83,150,44.79082684,Obese
0,1.9,156,43.2132964,Obese
1,1.94,108,28.69592943,Normal
1,1.71,147,50.27187853,Obese
1,1.59,124,49.04869269,Obese
0,1.69,54,18.90690102,Normal
0,1.67,85,30.47796622,Obese
1,1.8,149,45.98765432,Obese
1,1.63,123,46.2945538,Obese
1,1.4,79,40.30612245,Obese
1,1.97,125,32.20902368,Obese
1,1.94,106,28.16452333,Normal
0,1.4,146,74.48979592,Obese
1,1.95,98,25.77251808,Normal
0,1.68,115,40.74546485,Normal
0,1.96,50,13.01541025,Underweight
1,1.4,52,26.53061224,Normal
0,1.5,60,26.66666667,Normal
0,1.68,140,49.6031746,Obese
0,1.55,111,46.20187305,Obese
0,1.79,103,32.14631254,Obese
0,1.82,84,25.35925613,Normal
1,1.68,160,56.6893424,Obese
0,1.87,102,29.16869227,Normal
1,1.81,105,32.05030371,Obese
1,1.99,99,24.9993687,Normal
0,1.84,76,22.44801512,Normal
1,1.92,101,27.39800347,Normal
0,1.82,143,43.1711146,Obese
0,1.72,111,37.52028123,Obese
1,1.81,78,23.80879705,Normal
1,1.76,109,35.18853306,Obese
